"code             ","rgb             ","hex    ","name                  ","category                       "
"524 CP           ","rgb(219,199,221)","#DBC7DD","                      ","Graphic Designers              "
"524 U            ","rgb(218,197,220)","#DAC5DC","                      ","Graphic Designers              "
"110 XGC          ","rgb(224,178,0)  ","#E0B200","                      ","Graphic Designers              "
"7752 CP          ","rgb(212,182,64) ","#D4B640","                      ","Graphic Designers              "
"606 UP           ","rgb(213,193,70) ","#D5C146","                      ","Graphic Designers              "
"P 5-6 C          ","rgb(211,189,76) ","#D3BD4C","                      ","Graphic Designers              "
"458 UP           ","rgb(207,182,88) ","#CFB658","                      ","Graphic Designers              "
"7752 UP          ","rgb(205,180,103)","#CDB467","                      ","Graphic Designers              "
"P 5-5 U          ","rgb(204,183,102)","#CCB766","                      ","Graphic Designers              "
"P 8-6 C          ","rgb(212,184,87) ","#D4B857","                      ","Graphic Designers              "
"P 11-4 U         ","rgb(208,176,108)","#D0B06C","                      ","Graphic Designers              "
"P 8-13 C         ","rgb(206,184,110)","#CEB86E","                      ","Graphic Designers              "
"P 8-5 U          ","rgb(209,182,112)","#D1B670","                      ","Graphic Designers              "
"P 9-4 C          ","rgb(202,181,116)","#CAB574","                      ","Graphic Designers              "
"466 XGC          ","rgb(206,175,122)","#CEAF7A","                      ","Graphic Designers              "
"P 16-3 C         ","rgb(204,178,127)","#CCB27F","                      ","Graphic Designers              "
"P 18-10 U        ","rgb(208,176,121)","#D0B079","                      ","Graphic Designers              "
"P 19-1 U         ","rgb(203,175,126)","#CBAF7E","                      ","Graphic Designers              "
"P 16-11 C        ","rgb(202,180,137)","#CAB489","                      ","Graphic Designers              "
"P 6-9 U          ","rgb(201,187,134)","#C9BB86","                      ","Graphic Designers              "
"P 19-10 U        ","rgb(206,183,141)","#CEB78D","                      ","Graphic Designers              "
"P 22-10 C        ","rgb(204,174,139)","#CCAE8B","                      ","Graphic Designers              "
"P 9-10 U         ","rgb(202,186,141)","#CABA8D","                      ","Graphic Designers              "
"P 13-3 U         ","rgb(200,183,152)","#C8B798","                      ","Graphic Designers              "
"P 23-3 C         ","rgb(199,181,158)","#C7B59E","                      ","Graphic Designers              "
"P 23-3 U         ","rgb(206,182,149)","#CEB695","                      ","Graphic Designers              "
"P 26-9 C         ","rgb(203,177,147)","#CBB193","                      ","Graphic Designers              "
"P 33-2 U         ","rgb(203,182,162)","#CBB6A2","                      ","Graphic Designers              "
"P 43-1 C         ","rgb(203,181,161)","#CBB5A1","                      ","Graphic Designers              "
"4745 C           ","rgb(205,181,167)","#CDB5A7","                      ","Graphic Designers              "
"4745 CP          ","rgb(204,181,166)","#CCB5A6","                      ","Graphic Designers              "
"4745 U           ","rgb(206,180,169)","#CEB4A9","                      ","Graphic Designers              "
"7528 C           ","rgb(197,185,172)","#C5B9AC","                      ","Graphic Designers              "
"7528 XGC         ","rgb(196,186,169)","#C4BAA9","                      ","Graphic Designers              "
"7535 U           ","rgb(192,186,176)","#C0BAB0","                      ","Graphic Designers              "
"P 33-2 C         ","rgb(203,185,171)","#CBB9AB","                      ","Graphic Designers              "
"406 C            ","rgb(196,188,183)","#C4BCB7","                      ","Graphic Designers              "
"435 XGC          ","rgb(196,186,186)","#C4BABA","                      ","Graphic Designers              "
"P 171-1 U        ","rgb(199,187,181)","#C7BBB5","                      ","Graphic Designers              "
"2473 CP          ","rgb(198,187,188)","#C6BBBC","                      ","Graphic Designers              "
"2473 U           ","rgb(199,186,191)","#C7BABF","                      ","Graphic Designers              "
"5225 CP          ","rgb(202,181,193)","#CAB5C1","                      ","Graphic Designers              "
"P 86-3 C         ","rgb(199,186,191)","#C7BABF","                      ","Graphic Designers              "
"5165 U           ","rgb(204,180,196)","#CCB4C4","                      ","Graphic Designers              "
"665 U            ","rgb(197,184,206)","#C5B8CE","                      ","Graphic Designers              "
"665 UP           ","rgb(199,187,204)","#C7BBCC","                      ","Graphic Designers              "
"P 85-9 C         ","rgb(202,186,200)","#CABAC8","                      ","Graphic Designers              "
"P 88-10 C        ","rgb(202,182,206)","#CAB6CE","                      ","Graphic Designers              "
"P 89-1 U         ","rgb(201,181,202)","#C9B5CA","                      ","Graphic Designers              "
"P 90-9 U         ","rgb(200,184,198)","#C8B8C6","                      ","Graphic Designers              "
"P 95-9 C         ","rgb(195,187,205)","#C3BBCD","                      ","Graphic Designers              "
"523 UP           ","rgb(203,176,205)","#CBB0CD","                      ","Graphic Designers              "
"665 C            ","rgb(198,188,208)","#C6BCD0","                      ","Graphic Designers              "
"7437 XGC         ","rgb(208,182,211)","#D0B6D3","                      ","Graphic Designers              "
"665 CP           ","rgb(200,191,216)","#C8BFD8","                      ","Graphic Designers              "
"P 99-10 U        ","rgb(197,194,216)","#C5C2D8","                      ","Graphic Designers              "
"P 104-2 C        ","rgb(196,203,226)","#C4CBE2","                      ","Graphic Designers              "
"2706 XGC         ","rgb(197,205,227)","#C5CDE3","                      ","Graphic Designers              "
"7450 U           ","rgb(195,203,224)","#C3CBE0","                      ","Graphic Designers              "
"P 110-1 C        ","rgb(195,208,225)","#C3D0E1","                      ","Graphic Designers              "
"P 1-15 U         ","rgb(218,197,69) ","#DAC545","                      ","Graphic Designers              "
"P 4-15 U         ","rgb(216,187,79) ","#D8BB4F","                      ","Graphic Designers              "
"7751 UP          ","rgb(212,190,108)","#D4BE6C","                      ","Graphic Designers              "
"7752 U           ","rgb(213,185,97) ","#D5B961","                      ","Graphic Designers              "
"P 2-13 C         ","rgb(208,196,105)","#D0C469","                      ","Graphic Designers              "
"P 5-5 C          ","rgb(215,195,100)","#D7C364","                      ","Graphic Designers              "
"7751 U           ","rgb(209,189,113)","#D1BD71","                      ","Graphic Designers              "
"P 2-5 U          ","rgb(210,196,108)","#D2C46C","                      ","Graphic Designers              "
"P 8-5 C          ","rgb(216,191,107)","#D8BF6B","                      ","Graphic Designers              "
"P 5-9 U          ","rgb(206,189,126)","#CEBD7E","                      ","Graphic Designers              "
"P 6-3 C          ","rgb(204,191,127)","#CCBF7F","                      ","Graphic Designers              "
"4525 XGC         ","rgb(203,189,134)","#CBBD86","                      ","Graphic Designers              "
"P 3-4 C          ","rgb(206,196,129)","#CEC481","                      ","Graphic Designers              "
"P 8-12 U         ","rgb(207,186,130)","#CFBA82","                      ","Graphic Designers              "
"P 9-3 U          ","rgb(204,186,133)","#CCBA85","                      ","Graphic Designers              "
"467 C            ","rgb(211,188,141)","#D3BC8D","                      ","Graphic Designers              "
"5855 UP          ","rgb(201,196,147)","#C9C493","                      ","Graphic Designers              "
"P 12-10 C        ","rgb(207,187,142)","#CFBB8E","                      ","Graphic Designers              "
"P 12-2 U         ","rgb(206,186,138)","#CEBA8A","                      ","Graphic Designers              "
"P 168-1 C        ","rgb(199,196,144)","#C7C490","                      ","Graphic Designers              "
"P 3-11 U         ","rgb(203,194,145)","#CBC291","                      ","Graphic Designers              "
"P 3-3 U          ","rgb(206,196,140)","#CEC48C","                      ","Graphic Designers              "
"453 CP           ","rgb(200,192,154)","#C8C09A","                      ","Graphic Designers              "
