"code             ","rgb             ","hex    ","name                  ","category                       "
"P 30-14 U        ","rgb(200,120,91) ","#C8785B","                      ","Graphic Designers              "
"P 49-4 C         ","rgb(199,118,92) ","#C7765C","                      ","Graphic Designers              "
"2435 CP          ","rgb(202,118,97) ","#CA7661","                      ","Graphic Designers              "
"P 52-13 C        ","rgb(209,114,101)","#D17265","                      ","Graphic Designers              "
"P 52-13 U        ","rgb(206,110,98) ","#CE6E62","                      ","Graphic Designers              "
"P 53-5 C         ","rgb(200,115,101)","#C87365","                      ","Graphic Designers              "
"P 55-13 U        ","rgb(206,111,103)","#CE6F67","                      ","Graphic Designers              "
"P 58-3 U         ","rgb(202,120,111)","#CA786F","                      ","Graphic Designers              "
"P 58-4 C         ","rgb(203,117,105)","#CB7569","                      ","Graphic Designers              "
"2340 C           ","rgb(207,111,119)","#CF6F77","                      ","Graphic Designers              "
"2340 CP          ","rgb(211,109,119)","#D36D77","                      ","Graphic Designers              "
"P 60-10 C        ","rgb(200,121,115)","#C87973","                      ","Graphic Designers              "
"2340 U           ","rgb(201,122,127)","#C97A7F","                      ","Graphic Designers              "
"P 63-4 C         ","rgb(201,124,126)","#C97C7E","                      ","Graphic Designers              "
"P 69-12 U        ","rgb(197,125,136)","#C57D88","                      ","Graphic Designers              "
"P 69-2 U         ","rgb(202,121,134)","#CA7986","                      ","Graphic Designers              "
"P 71-13 U        ","rgb(200,116,134)","#C87486","                      ","Graphic Designers              "
"493 U            ","rgb(199,124,137)","#C77C89","                      ","Graphic Designers              "
"2046 UP          ","rgb(210,107,147)","#D26B93","                      ","Graphic Designers              "
"7634 U           ","rgb(199,125,146)","#C77D92","                      ","Graphic Designers              "
"P 76-5 C         ","rgb(199,123,156)","#C77B9C","                      ","Graphic Designers              "
"Rhodamine Red UP ","rgb(207,112,156)","#CF709C","                      ","Graphic Designers              "
"238 UP           ","rgb(205,126,167)","#CD7EA7","                      ","Graphic Designers              "
"2385 UP          ","rgb(203,126,167)","#CB7EA7","                      ","Graphic Designers              "
"P 80-11 C        ","rgb(201,128,166)","#C980A6","                      ","Graphic Designers              "
"2375 XGC         ","rgb(202,135,178)","#CA87B2","                      ","Graphic Designers              "
"231 CP           ","rgb(220,138,182)","#DC8AB6","                      ","Graphic Designers              "
"673 C            ","rgb(217,134,186)","#D986BA","                      ","Graphic Designers              "
"673 XGC          ","rgb(212,140,181)","#D48CB5","                      ","Graphic Designers              "
"131 XGC          ","rgb(211,145,0)  ","#D39100","                      ","Graphic Designers              "
"7412 CP          ","rgb(207,126,36) ","#CF7E24","                      ","Graphic Designers              "
"138 U            ","rgb(211,124,50) ","#D37C32","                      ","Graphic Designers              "
"1385 U           ","rgb(205,126,62) ","#CD7E3E","                      ","Graphic Designers              "
"P 24-15 U        ","rgb(201,125,73) ","#C97D49","                      ","Graphic Designers              "
"2020 UP          ","rgb(201,125,79) ","#C97D4F","                      ","Graphic Designers              "
"P 35-5 C         ","rgb(198,124,82) ","#C67C52","                      ","Graphic Designers              "
"P 27-14 U        ","rgb(200,127,86) ","#C87F56","                      ","Graphic Designers              "
"7584 UP          ","rgb(200,126,92) ","#C87E5C","                      ","Graphic Designers              "
"7591 XGC         ","rgb(194,128,96) ","#C28060","                      ","Graphic Designers              "
"P 34-13 U        ","rgb(205,124,91) ","#CD7C5B","                      ","Graphic Designers              "
"P 46-4 C         ","rgb(201,122,96) ","#C97A60","                      ","Graphic Designers              "
"2439 UP          ","rgb(194,131,106)","#C2836A","                      ","Graphic Designers              "
"7583 U           ","rgb(202,125,95) ","#CA7D5F","                      ","Graphic Designers              "
"P 31-5 U         ","rgb(197,135,100)","#C58764","                      ","Graphic Designers              "
"P 37-13 U        ","rgb(204,126,99) ","#CC7E63","                      ","Graphic Designers              "
"P 40-13 U        ","rgb(206,119,97) ","#CE7761","                      ","Graphic Designers              "
"P 49-3 U         ","rgb(199,128,103)","#C78067","                      ","Graphic Designers              "
"2439 C           ","rgb(196,133,113)","#C48571","                      ","Graphic Designers              "
"7607 XGC         ","rgb(202,124,116)","#CA7C74","                      ","Graphic Designers              "
"P 38-4 U         ","rgb(195,136,107)","#C3886B","                      ","Graphic Designers              "
"P 41-4 U         ","rgb(199,131,108)","#C7836C","                      ","Graphic Designers              "
"P 46-12 U        ","rgb(194,136,113)","#C28871","                      ","Graphic Designers              "
"P 55-13 C        ","rgb(210,117,108)","#D2756C","                      ","Graphic Designers              "
"P 57-13 U        ","rgb(212,117,110)","#D4756E","                      ","Graphic Designers              "
"P 60-5 C         ","rgb(207,122,116)","#CF7A74","                      ","Graphic Designers              "
"P 60-5 U         ","rgb(203,121,113)","#CB7971","                      ","Graphic Designers              "
"2340 UP          ","rgb(207,120,127)","#CF787F","                      ","Graphic Designers              "
"P 62-12 U        ","rgb(210,118,119)","#D27677","                      ","Graphic Designers              "
"2340 XGC         ","rgb(210,120,130)","#D27882","                      ","Graphic Designers              "
"702 UP           ","rgb(206,127,131)","#CE7F83","                      ","Graphic Designers              "
"P 61-1 U         ","rgb(196,136,127)","#C4887F","                      ","Graphic Designers              "
"P 65-11 U        ","rgb(199,136,138)","#C7888A","                      ","Graphic Designers              "
"P 69-2 C         ","rgb(205,125,142)","#CD7D8E","                      ","Graphic Designers              "
"P 72-4 C         ","rgb(199,134,152)","#C78698","                      ","Graphic Designers              "
"P 73-13 C        ","rgb(212,119,152)","#D47798","                      ","Graphic Designers              "
"7431 CP          ","rgb(206,128,162)","#CE80A2","                      ","Graphic Designers              "
"7431 XGC         ","rgb(202,131,163)","#CA83A3","                      ","Graphic Designers              "
"7550 XGC         ","rgb(218,157,0)  ","#DA9D00","                      ","Graphic Designers              "
"7413 CP          ","rgb(218,128,32) ","#DA8020","                      ","Graphic Designers              "
"7570 C           ","rgb(211,131,43) ","#D3832B","                      ","Graphic Designers              "
"7412 C           ","rgb(211,130,53) ","#D38235","                      ","Graphic Designers              "
"7569 C           ","rgb(215,136,37) ","#D78825","                      ","Graphic Designers              "
"7570 CP          ","rgb(214,138,40) ","#D68A28","                      ","Graphic Designers              "
"P 24-15 C        ","rgb(208,133,55) ","#D08537","                      ","Graphic Designers              "
"722 CP           ","rgb(203,134,68) ","#CB8644","                      ","Graphic Designers              "
"2431 UP          ","rgb(212,130,70) ","#D48246","                      ","Graphic Designers              "
"P 20-15 U        ","rgb(203,133,75) ","#CB854B","                      ","Graphic Designers              "
"P 30-14 C        ","rgb(207,129,76) ","#CF814C","                      ","Graphic Designers              "
"P 34-14 C        ","rgb(209,127,74) ","#D17F4A","                      ","Graphic Designers              "
"1595 UP          ","rgb(204,127,87) ","#CC7F57","                      ","Graphic Designers              "
"718 UP           ","rgb(205,128,83) ","#CD8053","                      ","Graphic Designers              "
"7565 U           ","rgb(201,134,89) ","#C98659","                      ","Graphic Designers              "
"159 UP           ","rgb(204,134,92) ","#CC865C","                      ","Graphic Designers              "
"P 37-13 C        ","rgb(206,129,92) ","#CE815C","                      ","Graphic Designers              "
"P 41-4 C         ","rgb(203,132,92) ","#CB845C","                      ","Graphic Designers              "
"P 49-11 C        ","rgb(197,135,98) ","#C58762","                      ","Graphic Designers              "
"7515 C           ","rgb(197,139,104)","#C58B68","                      ","Graphic Designers              "
"7515 XGC         ","rgb(195,140,106)","#C38C6A","                      ","Graphic Designers              "
"P 35-4 U         ","rgb(199,138,103)","#C78A67","                      ","Graphic Designers              "
"P 38-4 C         ","rgb(198,140,102)","#C68C66","                      ","Graphic Designers              "
"2439 CP          ","rgb(202,135,114)","#CA8772","                      ","Graphic Designers              "
"P 46-12 C        ","rgb(198,140,111)","#C68C6F","                      ","Graphic Designers              "
"P 53-12 U        ","rgb(198,135,116)","#C68774","                      ","Graphic Designers              "
"P 53-4 U         ","rgb(205,131,115)","#CD8373","                      ","Graphic Designers              "
"P 58-2 U         ","rgb(206,133,120)","#CE8578","                      ","Graphic Designers              "
"P 58-3 C         ","rgb(209,131,119)","#D18377","                      ","Graphic Designers              "
"P 60-9 C         ","rgb(204,130,125)","#CC827D","                      ","Graphic Designers              "
"7515 U           ","rgb(194,144,127)","#C2907F","                      ","Graphic Designers              "
"7607 U           ","rgb(203,134,127)","#CB867F","                      ","Graphic Designers              "
"P 58-12 C        ","rgb(197,139,127)","#C58B7F","                      ","Graphic Designers              "
"P 63-3 U         ","rgb(206,133,131)","#CE8583","                      ","Graphic Designers              "
"2446 C           ","rgb(208,133,138)","#D0858A","                      ","Graphic Designers              "
"2446 U           ","rgb(207,134,140)","#CF868C","                      ","Graphic Designers              "
"P 70-1 U         ","rgb(197,137,144)","#C58990","                      ","Graphic Designers              "
"P 74-3 U         ","rgb(199,139,154)","#C78B9A","                      ","Graphic Designers              "
"P 80-10 U        ","rgb(204,134,167)","#CC86A7","                      ","Graphic Designers              "
"P 80-4 C         ","rgb(212,131,172)","#D483AC","                      ","Graphic Designers              "
"2375 UP          ","rgb(206,141,179)","#CE8DB3","                      ","Graphic Designers              "
"7438 C           ","rgb(213,158,215)","#D59ED7","                      ","Graphic Designers              "
"7438 U           ","rgb(215,155,215)","#D79BD7","                      ","Graphic Designers              "
"110 C            ","rgb(218,170,0)  ","#DAAA00","                      ","Graphic Designers              "
"124 U            ","rgb(215,145,51) ","#D79133","                      ","Graphic Designers              "
"7412 XGC         ","rgb(212,139,64) ","#D48B40","                      ","Graphic Designers              "
"131 UP           ","rgb(197,143,86) ","#C58F56","                      ","Graphic Designers              "
"722 XGC          ","rgb(205,141,80) ","#CD8D50","                      ","Graphic Designers              "
"7510 XGC         ","rgb(203,147,76) ","#CB934C","                      ","Graphic Designers              "
"P 17-15 U        ","rgb(205,143,77) ","#CD8F4D","                      ","Graphic Designers              "
"1385 UP          ","rgb(203,138,88) ","#CB8A58","                      ","Graphic Designers              "
"145 UP           ","rgb(204,138,89) ","#CC8A59","                      ","Graphic Designers              "
"7565 UP          ","rgb(201,142,89) ","#C98E59","                      ","Graphic Designers              "
"7571 UP          ","rgb(201,139,87) ","#C98B57","                      ","Graphic Designers              "
"P 25-5 C         ","rgb(201,145,88) ","#C99158","                      ","Graphic Designers              "
"P 27-14 C        ","rgb(209,139,81) ","#D18B51","                      ","Graphic Designers              "
"138 UP           ","rgb(204,144,88) ","#CC9058","                      ","Graphic Designers              "
"7414 UP          ","rgb(200,138,95) ","#C88A5F","                      ","Graphic Designers              "
"7570 U           ","rgb(209,141,91) ","#D18D5B","                      ","Graphic Designers              "
"P 21-5 U         ","rgb(200,145,91) ","#C8915B","                      ","Graphic Designers              "
"P 28-4 C         ","rgb(201,145,93) ","#C9915D","                      ","Graphic Designers              "
"P 25-4 U         ","rgb(198,148,104)","#C69468","                      ","Graphic Designers              "
"P 35-12 C        ","rgb(199,145,106)","#C7916A","                      ","Graphic Designers              "
"P 35-4 C         ","rgb(205,143,100)","#CD8F64","                      ","Graphic Designers              "
"P 41-3 C         ","rgb(205,140,101)","#CD8C65","                      ","Graphic Designers              "
"7515 CP          ","rgb(199,145,113)","#C79171","                      ","Graphic Designers              "
"P 31-9 C         ","rgb(197,149,108)","#C5956C","                      ","Graphic Designers              "
"P 41-3 U         ","rgb(203,138,113)","#CB8A71","                      ","Graphic Designers              "
"P 42-2 C         ","rgb(193,147,116)","#C19374","                      ","Graphic Designers              "
"7591 UP          ","rgb(200,146,117)","#C89275","                      ","Graphic Designers              "
"P 49-10 U        ","rgb(199,143,118)","#C78F76","                      ","Graphic Designers              "
"P 50-2 U         ","rgb(195,149,124)","#C3957C","                      ","Graphic Designers              "
"P 53-12 C        ","rgb(202,141,124)","#CA8D7C","                      ","Graphic Designers              "
"P 54-2 C         ","rgb(199,147,130)","#C79382","                      ","Graphic Designers              "
"P 56-3 U         ","rgb(201,145,129)","#C99181","                      ","Graphic Designers              "
"P 61-1 C         ","rgb(202,148,138)","#CA948A","                      ","Graphic Designers              "
"P 66-3 U         ","rgb(197,147,147)","#C59393","                      ","Graphic Designers              "
"694 CP           ","rgb(201,143,156)","#C98F9C","                      ","Graphic Designers              "
"694 UP           ","rgb(197,148,154)","#C5949A","                      ","Graphic Designers              "
"P 65-11 C        ","rgb(203,145,149)","#CB9195","                      ","Graphic Designers              "
"P 69-1 C         ","rgb(209,137,152)","#D18998","                      ","Graphic Designers              "
"P 69-11 U        ","rgb(206,144,151)","#CE9097","                      ","Graphic Designers              "
"P 70-1 C         ","rgb(199,146,156)","#C7929C","                      ","Graphic Designers              "
"507 U            ","rgb(207,143,164)","#CF8FA4","                      ","Graphic Designers              "
"507 UP           ","rgb(205,148,161)","#CD94A1","                      ","Graphic Designers              "
"P 71-12 C        ","rgb(210,141,161)","#D28DA1","                      ","Graphic Designers              "
"P 72-11 C        ","rgb(200,151,164)","#C897A4","                      ","Graphic Designers              "
"P 74-3 C         ","rgb(201,144,164)","#C990A4","                      ","Graphic Designers              "
"P 76-12 U        ","rgb(200,142,164)","#C88EA4","                      ","Graphic Designers              "
"P 76-4 U         ","rgb(208,141,167)","#D08DA7","                      ","Graphic Designers              "
"P 80-10 C        ","rgb(206,141,176)","#CE8DB0","                      ","Graphic Designers              "
"2057 C           ","rgb(207,146,183)","#CF92B7","                      ","Graphic Designers              "
"237 UP           ","rgb(211,142,179)","#D38EB3","                      ","Graphic Designers              "
"2066 UP          ","rgb(199,152,186)","#C798BA","                      ","Graphic Designers              "
"680 CP           ","rgb(203,150,185)","#CB96B9","                      ","Graphic Designers              "
"7438 CP          ","rgb(200,153,193)","#C899C1","                      ","Graphic Designers              "
"251 CP           ","rgb(204,165,201)","#CCA5C9","                      ","Graphic Designers              "
"2562 C           ","rgb(215,169,227)","#D7A9E3","                      ","Graphic Designers              "
"251 C            ","rgb(221,156,223)","#DD9CDF","                      ","Graphic Designers              "
"7555 XGC         ","rgb(213,166,21) ","#D5A615","                      ","Graphic Designers              "
"P 10-16 C        ","rgb(212,165,22) ","#D4A516","                      ","Graphic Designers              "
"7550 CP          ","rgb(214,157,42) ","#D69D2A","                      ","Graphic Designers              "
"7563 C           ","rgb(214,154,45) ","#D69A2D","                      ","Graphic Designers              "
"P 14-15 U        ","rgb(208,152,72) ","#D09848","                      ","Graphic Designers              "
"P 17-15 C        ","rgb(211,150,63) ","#D3963F","                      ","Graphic Designers              "
"7407 CP          ","rgb(205,158,74) ","#CD9E4A","                      ","Graphic Designers              "
"P 20-14 C        ","rgb(214,151,72) ","#D69748","                      ","Graphic Designers              "
"124 UP           ","rgb(207,151,87) ","#CF9757","                      ","Graphic Designers              "
"P 18-6 C         ","rgb(203,157,84) ","#CB9D54","                      ","Graphic Designers              "
"P 21-5 C         ","rgb(202,149,87) ","#CA9557","                      ","Graphic Designers              "
"P 21-11 C        ","rgb(200,156,102)","#C89C66","                      ","Graphic Designers              "
"P 25-11 C        ","rgb(197,154,104)","#C59A68","                      ","Graphic Designers              "
"722 U            ","rgb(202,145,108)","#CA916C","                      ","Graphic Designers              "
"P 28-2 U         ","rgb(200,148,111)","#C8946F","                      ","Graphic Designers              "
"P 25-10 U        ","rgb(197,157,117)","#C59D75","                      ","Graphic Designers              "
"P 38-11 U        ","rgb(197,152,125)","#C5987D","                      ","Graphic Designers              "
"P 38-3 U         ","rgb(204,149,121)","#CC9579","                      ","Graphic Designers              "
"7521 XGC         ","rgb(196,158,133)","#C49E85","                      ","Graphic Designers              "
"P 42-1 U         ","rgb(197,155,129)","#C59B81","                      ","Graphic Designers              "
"P 58-11 U        ","rgb(201,149,135)","#C99587","                      ","Graphic Designers              "
"7612 C           ","rgb(202,154,142)","#CA9A8E","                      ","Graphic Designers              "
"7613 UP          ","rgb(201,158,140)","#C99E8C","                      ","Graphic Designers              "
"P 50-10 U        ","rgb(196,159,135)","#C49F87","                      ","Graphic Designers              "
"P 56-10 U        ","rgb(198,158,143)","#C69E8F","                      ","Graphic Designers              "
"480 U            ","rgb(195,164,146)","#C3A492","                      ","Graphic Designers              "
"7613 U           ","rgb(200,159,151)","#C89F97","                      ","Graphic Designers              "
"P 61-11 C        ","rgb(200,156,145)","#C89C91","                      ","Graphic Designers              "
"P 64-2 C         ","rgb(204,159,159)","#CC9F9F","                      ","Graphic Designers              "
"P 66-10 U        ","rgb(202,162,159)","#CAA29F","                      ","Graphic Designers              "
"P 66-3 C         ","rgb(203,159,161)","#CB9FA1","                      ","Graphic Designers              "
"P 67-1 U         ","rgb(196,166,161)","#C4A6A1","                      ","Graphic Designers              "
"P 67-2 C         ","rgb(193,166,166)","#C1A6A6","                      ","Graphic Designers              "
"P 69-11 C        ","rgb(208,150,160)","#D096A0","                      ","Graphic Designers              "
"P 74-2 U         ","rgb(206,151,164)","#CE97A4","                      ","Graphic Designers              "
"7633 C           ","rgb(196,164,167)","#C4A4A7","                      ","Graphic Designers              "
"P 76-12 C        ","rgb(203,153,176)","#CB99B0","                      ","Graphic Designers              "
"251 UP           ","rgb(206,150,186)","#CE96BA","                      ","Graphic Designers              "
"680 XGC          ","rgb(201,153,184)","#C999B8","                      ","Graphic Designers              "
"2057 XGC         ","rgb(207,152,187)","#CF98BB","                      ","Graphic Designers              "
"2064 CP          ","rgb(207,154,191)","#CF9ABF","                      ","Graphic Designers              "
"7438 UP          ","rgb(201,157,191)","#C99DBF","                      ","Graphic Designers              "
"244 XGC          ","rgb(205,156,196)","#CD9CC4","                      ","Graphic Designers              "
"256 U            ","rgb(212,180,218)","#D4B4DA","                      ","Graphic Designers              "
"7555 CP          ","rgb(219,168,16) ","#DBA810","                      ","Graphic Designers              "
"P 14-15 C        ","rgb(214,161,52) ","#D6A134","                      ","Graphic Designers              "
"7407 XGC         ","rgb(205,164,79) ","#CDA44F","                      ","Graphic Designers              "
"P 10-15 U        ","rgb(208,159,78) ","#D09F4E","                      ","Graphic Designers              "
"110 UP           ","rgb(207,166,82) ","#CFA652","                      ","Graphic Designers              "
"P 11-5 U         ","rgb(199,162,95) ","#C7A25F","                      ","Graphic Designers              "
"P 15-6 C         ","rgb(205,165,85) ","#CDA555","                      ","Graphic Designers              "
"7556 UP          ","rgb(196,164,105)","#C4A469","                      ","Graphic Designers              "
"P 15-5 U         ","rgb(203,163,100)","#CBA364","                      ","Graphic Designers              "
"P 18-5 U         ","rgb(201,158,97) ","#C99E61","                      ","Graphic Designers              "
"7509 UP          ","rgb(203,156,105)","#CB9C69","                      ","Graphic Designers              "
"P 18-12 C        ","rgb(199,163,107)","#C7A36B","                      ","Graphic Designers              "
"728 CP           ","rgb(202,159,117)","#CA9F75","                      ","Graphic Designers              "
"7407 U           ","rgb(204,163,110)","#CCA36E","                      ","Graphic Designers              "
"P 18-11 U        ","rgb(200,164,109)","#C8A46D","                      ","Graphic Designers              "
"P 21-10 U        ","rgb(204,162,109)","#CCA26D","                      ","Graphic Designers              "
"P 25-4 C         ","rgb(206,160,108)","#CEA06C","                      ","Graphic Designers              "
"P 28-12 C        ","rgb(202,160,118)","#CAA076","                      ","Graphic Designers              "
"728 C            ","rgb(205,160,119)","#CDA077","                      ","Graphic Designers              "
"728 XGC          ","rgb(204,163,121)","#CCA379","                      ","Graphic Designers              "
"P 22-3 U         ","rgb(200,164,118)","#C8A476","                      ","Graphic Designers              "
"P 26-10 C        ","rgb(195,166,126)","#C3A67E","                      ","Graphic Designers              "
"P 26-2 U         ","rgb(195,163,128)","#C3A380","                      ","Graphic Designers              "
"P 50-2 C         ","rgb(205,161,123)","#CDA17B","                      ","Graphic Designers              "
"728 U            ","rgb(202,161,130)","#CAA182","                      ","Graphic Designers              "
"P 36-2 C         ","rgb(202,163,131)","#CAA383","                      ","Graphic Designers              "
"P 47-2 C         ","rgb(199,160,135)","#C7A087","                      ","Graphic Designers              "
"4665 UP          ","rgb(198,164,137)","#C6A489","                      ","Graphic Designers              "
"7521 CP          ","rgb(199,163,142)","#C7A38E","                      ","Graphic Designers              "
"P 29-9 C         ","rgb(197,166,137)","#C5A689","                      ","Graphic Designers              "
"P 39-1 U         ","rgb(201,165,140)","#C9A58C","                      ","Graphic Designers              "
"P 47-10 U        ","rgb(200,162,142)","#C8A28E","                      ","Graphic Designers              "
"P 54-10 C        ","rgb(201,161,144)","#C9A190","                      ","Graphic Designers              "
"4735 XGC         ","rgb(196,167,150)","#C4A796","                      ","Graphic Designers              "
"7612 XGC         ","rgb(205,161,147)","#CDA193","                      ","Graphic Designers              "
"P 43-2 U         ","rgb(198,165,146)","#C6A592","                      ","Graphic Designers              "
"P 58-11 C        ","rgb(208,161,150)","#D0A196","                      ","Graphic Designers              "
"4735 CP          ","rgb(197,170,156)","#C5AA9C","                      ","Graphic Designers              "
"5015 C           ","rgb(204,161,166)","#CCA1A6","                      ","Graphic Designers              "
"5015 U           ","rgb(202,161,166)","#CAA1A6","                      ","Graphic Designers              "
"P 33-3 C         ","rgb(195,173,158)","#C3AD9E","                      ","Graphic Designers              "
"P 64-2 U         ","rgb(206,161,157)","#CEA19D","                      ","Graphic Designers              "
"5015 UP          ","rgb(205,166,168)","#CDA6A8","                      ","Graphic Designers              "
"5015 XGC         ","rgb(205,167,169)","#CDA7A9","                      ","Graphic Designers              "
"7633 XGC         ","rgb(199,168,171)","#C7A8AB","                      ","Graphic Designers              "
"P 74-2 C         ","rgb(207,160,175)","#CFA0AF","                      ","Graphic Designers              "
"P 77-3 U         ","rgb(203,159,176)","#CB9FB0","                      ","Graphic Designers              "
"2052 UP          ","rgb(205,163,180)","#CDA3B4","                      ","Graphic Designers              "
"2052 XGC         ","rgb(201,166,181)","#C9A6B5","                      ","Graphic Designers              "
"P 78-2 C         ","rgb(197,171,176)","#C5ABB0","                      ","Graphic Designers              "
"251 XGC          ","rgb(205,163,199)","#CDA3C7","                      ","Graphic Designers              "
"7438 XGC         ","rgb(205,166,200)","#CDA6C8","                      ","Graphic Designers              "
"2071 UP          ","rgb(201,184,211)","#C9B8D3","                      ","Graphic Designers              "
"263 UP           ","rgb(203,185,213)","#CBB9D5","                      ","Graphic Designers              "
"523 CP           ","rgb(206,182,212)","#CEB6D4","                      ","Graphic Designers              "
"530 C            ","rgb(215,185,228)","#D7B9E4","                      ","Graphic Designers              "
"530 U            ","rgb(219,185,232)","#DBB9E8","                      ","Graphic Designers              "
"9344 U           ","rgb(214,186,235)","#D6BAEB","                      ","Graphic Designers              "
"110 CP           ","rgb(219,178,22) ","#DBB216","                      ","Graphic Designers              "
"P 7-16 C         ","rgb(214,175,35) ","#D6AF23","                      ","Graphic Designers              "
"7752 XGC         ","rgb(212,181,40) ","#D4B528","                      ","Graphic Designers              "
"P 10-15 C        ","rgb(216,173,63) ","#D8AD3F","                      ","Graphic Designers              "
"P 11-5 C         ","rgb(206,169,87) ","#CEA957","                      ","Graphic Designers              "
"P 7-15 U         ","rgb(211,173,79) ","#D3AD4F","                      ","Graphic Designers              "
"7555 U           ","rgb(215,169,90) ","#D7A95A","                      ","Graphic Designers              "
"P 8-6 U          ","rgb(203,173,96) ","#CBAD60","                      ","Graphic Designers              "
"7407 UP          ","rgb(204,167,107)","#CCA76B","                      ","Graphic Designers              "
"P 11-12 C        ","rgb(203,174,101)","#CBAE65","                      ","Graphic Designers              "
"P 15-12 C        ","rgb(204,171,110)","#CCAB6E","                      ","Graphic Designers              "
"P 11-11 U        ","rgb(201,173,115)","#C9AD73","                      ","Graphic Designers              "
"P 15-11 U        ","rgb(205,172,116)","#CDAC74","                      ","Graphic Designers              "
"P 18-4 U         ","rgb(209,170,113)","#D1AA71","                      ","Graphic Designers              "
"P 18-5 C         ","rgb(210,170,108)","#D2AA6C","                      ","Graphic Designers              "
"466 CP           ","rgb(201,172,122)","#C9AC7A","                      ","Graphic Designers              "
"7502 UP          ","rgb(202,173,126)","#CAAD7E","                      ","Graphic Designers              "
"P 18-11 C        ","rgb(206,173,122)","#CEAD7A","                      ","Graphic Designers              "
"P 19-11 C        ","rgb(199,173,129)","#C7AD81","                      ","Graphic Designers              "
"P 19-2 C         ","rgb(202,172,123)","#CAAC7B","                      ","Graphic Designers              "
"P 22-10 U        ","rgb(201,171,129)","#C9AB81","                      ","Graphic Designers              "
"P 22-3 C         ","rgb(205,171,126)","#CDAB7E","                      ","Graphic Designers              "
"P 25-10 C        ","rgb(204,166,119)","#CCA677","                      ","Graphic Designers              "
"P 29-3 C         ","rgb(202,169,129)","#CAA981","                      ","Graphic Designers              "
"2311 UP          ","rgb(203,167,133)","#CBA785","                      ","Graphic Designers              "
"2311 XGC         ","rgb(201,168,134)","#C9A886","                      ","Graphic Designers              "
"7502 U           ","rgb(199,175,135)","#C7AF87","                      ","Graphic Designers              "
"P 25-9 U         ","rgb(207,170,130)","#CFAA82","                      ","Graphic Designers              "
"P 26-2 C         ","rgb(203,173,132)","#CBAD84","                      ","Graphic Designers              "
"P 26-9 U         ","rgb(196,167,135)","#C4A787","                      ","Graphic Designers              "
"2311 U           ","rgb(204,168,139)","#CCA88B","                      ","Graphic Designers              "
"480 C            ","rgb(198,169,146)","#C6A992","                      ","Graphic Designers              "
"P 39-1 C         ","rgb(205,170,142)","#CDAA8E","                      ","Graphic Designers              "
"P 42-10 U        ","rgb(201,169,144)","#C9A990","                      ","Graphic Designers              "
"480 CP           ","rgb(200,171,153)","#C8AB99","                      ","Graphic Designers              "
"480 XGC          ","rgb(204,173,150)","#CCAD96","                      ","Graphic Designers              "
"P 47-10 C        ","rgb(202,171,150)","#CAAB96","                      ","Graphic Designers              "
"P 56-10 C        ","rgb(203,167,157)","#CBA79D","                      ","Graphic Designers              "
"7633 CP          ","rgb(203,169,173)","#CBA9AD","                      ","Graphic Designers              "
"7633 U           ","rgb(201,170,174)","#C9AAAE","                      ","Graphic Designers              "
"P 169-4 U        ","rgb(193,184,167)","#C1B8A7","                      ","Graphic Designers              "
"P 79-1 C         ","rgb(197,174,177)","#C5AEB1","                      ","Graphic Designers              "
"Warm Gray 3 C    ","rgb(191,184,175)","#BFB8AF","                      ","Graphic Designers              "
"Warm Gray 3 UP   ","rgb(191,184,174)","#BFB8AE","                      ","Graphic Designers              "
"P 67-1 C         ","rgb(201,177,178)","#C9B1B2","                      ","Graphic Designers              "
"5155 CP          ","rgb(199,174,195)","#C7AEC3","                      ","Graphic Designers              "
"5225 C           ","rgb(198,176,188)","#C6B0BC","                      ","Graphic Designers              "
"5225 XGC         ","rgb(199,181,189)","#C7B5BD","                      ","Graphic Designers              "
"P 77-3 C         ","rgb(205,168,186)","#CDA8BA","                      ","Graphic Designers              "
"P 82-10 U        ","rgb(204,175,189)","#CCAFBD","                      ","Graphic Designers              "
"P 84-9 C         ","rgb(199,172,195)","#C7ACC3","                      ","Graphic Designers              "
"P 85-9 U         ","rgb(198,178,192)","#C6B2C0","                      ","Graphic Designers              "
"257 CP           ","rgb(201,172,205)","#C9ACCD","                      ","Graphic Designers              "
"P 83-11 U        ","rgb(205,172,197)","#CDACC5","                      ","Graphic Designers              "
"2562 CP          ","rgb(201,175,207)","#C9AFCF","                      ","Graphic Designers              "
"2562 XGC         ","rgb(204,174,209)","#CCAED1","                      ","Graphic Designers              "
"523 C            ","rgb(201,177,208)","#C9B1D0","                      ","Graphic Designers              "
"523 XGC          ","rgb(199,181,207)","#C7B5CF","                      ","Graphic Designers              "
"7437 C           ","rgb(204,174,208)","#CCAED0","                      ","Graphic Designers              "
"P 88-3 C         ","rgb(202,175,204)","#CAAFCC","                      ","Graphic Designers              "
"P 100-2 C        ","rgb(195,194,216)","#C3C2D8","                      ","Graphic Designers              "
"256 C            ","rgb(214,191,221)","#D6BFDD","                      ","Graphic Designers              "
"256 CP           ","rgb(220,200,221)","#DCC8DD","                      ","Graphic Designers              "
"263 C            ","rgb(215,198,230)","#D7C6E6","                      ","Graphic Designers              "
"263 U            ","rgb(220,198,234)","#DCC6EA","                      ","Graphic Designers              "
"263 XGC          ","rgb(212,199,222)","#D4C7DE","                      ","Graphic Designers              "
